,Unnamed: 0,Name,Genre,Category,Release_Date,Price (in $),Owners,Followers,Developers,Publishers
121,125,Sable,"Indie, RPG"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",2021-09-23,24.99,"200,000 - 500,000","46,770",Shedworks,Raw Fury
122,126,Journey to the savage planet,"Action, Adventure"," Single-player, Multi-player, Co-op, Online Co-op, Full controller support, Family Sharing",2021-01-28,29.99,"500,000 - 1,000,000","34,570",Typhoon,505 Games
123,127,Twelve minutes,"Adventure, Indie"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",2021-08-19,24.99,"500,000 - 1,000,000","46,803",Luis Antonio,Annapurna Interactive
124,128,Persona 5 strikers,"Action, Adventure"," Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",2021-02-22,59.99,"500,000 - 1,000,000","72,087",ATLUS,SEGA
125,129,Jurassic world evolution 2,"Simulation, Strategy"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Stats, HDR available, Family Sharing",2021-11-09,59.99,"500,000 - 1,000,000","108,368",Frontier Developments,Frontier Developments
126,130,Bonkies,"Casual, Indie"," Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play Together, Family Sharing",2018-09-10,14.99,"100,000 - 200,000",335,Studio Gauntlet,Crunching Koalas
127,131,Wraith: the oblivion - afterlife,"Fr, Adventure"," Single-player, Steam Achievements, Tracked Controller Support, VR Only, Steam Cloud, Family Sharing",2021-05-25,19.99,"0 - 20,000","2,008",Fast Travel Games,Fast Travel Games
128,132,Room to grow,"Indie, Strategy"," Single-player, Full controller support, Steam Cloud, Remote Play on TV, Family Sharing",2021-02-25,9.99,"0 - 20,000",361,Mischka Kamener,Mischka Kamener
129,133,Bloodroots,"Action, Indie"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Family Sharing",2021-03-12,19.99,"0 - 20,000","4,029",Paper Cult,Paper Cult
130,134,Tinytopia,"Simulation, Strategy"," Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",2021-08-30,9.99,"20,000 - 50,000","3,785",MeNic Games,Mastiff
131,135,Arcadia fallen,"RPG, Simulation"," Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Family Sharing",2021-11-17,11.24,"0 - 20,000","2,365",Galdra Studios,Galdra Studios
132,136,The wild at heart,"Indie, Strategy"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",2021-05-19,24.99,"20,000 - 50,000","6,972",Moonlight Kids,Humble Games
133,137,Story of seasons: pioneers of olive town,"RPG, Simulation"," Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",2021-09-15,39.99,"50,000 - 100,000","12,202",Marvelous USA,Inc.
134,138,Vesper: zero light edition,"Casual, Indie"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",2021-07-30,9.99,"0 - 20,000","1,136",Cordens Interactive,Cordens Interactive
135,139,Not another weekend,"Adventure, Indie"," Single-player, Steam Achievements, Steam Cloud, Family Sharing",2021-05-20,9.99,"20,000 - 50,000",358,Dead Blue Friends,Dionous Games
136,140,Grotto,"Adventure, Indie"," Single-player, Steam Achievements, Full controller support, Family Sharing",2021-10-26,12.99,"0 - 20,000","1,461",Brainwash Gang,Digerati
137,141,Ambition: a minuet in power,"RPG, Simulation"," Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",2021-08-18,20.99,"0 - 20,000","2,862",Joy Manufacturing Co.,Iceberg Interactive
138,142,Field of glory ii: medieval,"Simulation, Strategy"," Single-player, Multi-player, PvP, Online PvP, Steam Cloud, Remote Play Together, Family Sharing",2021-02-04,29.99,"20,000 - 50,000","6,052",Byzantine Games,Slitherine Ltd.
139,143,Arboria,"RPG, in Early Access"," Single-player, Steam Achievements, Full controller support, Family Sharing",,19.99,"0 - 20,000","8,339",Dreamplant,All in! Games
140,144,Blade of darkness,"Action, RPG"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",2021-10-07,14.99,"50,000 - 100,000","6,987",General Arcade,SNEG
141,145,In sound mind,"Action, Indie"," Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",2021-09-28,34.99,"200,000 - 500,000","11,843",We Create Stuff,Maximum Entertainment
142,146,Tormented souls,"Action, Adventure"," Single-player, Steam Achievements, Full controller support, Family Sharing",2021-08-26,19.99,"200,000 - 500,000","19,697",Abstract Digital,PQube
143,147,Black book,"RPG, Strategy"," Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",2021-08-10,9.99,"200,000 - 500,000","35,907",Morteshka,HypeTrain Digital
144,148,Chernobylite enhanced edition,"Simulation, in Early Access"," Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",,11.99,"500,000 - 1,000,000","98,803",The Farm 51,The Farm 51
145,149,Zombie army 4: dead war,"Fr, Action"," Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, In-App Purchases, Partial Controller Support, Steam Cloud, Steam Leaderboards, Family Sharing",2021-02-18,49.99,"500,000 - 1,000,000","41,861",Rebellion,Rebellion
146,150,Cris tales,"Adventure, RPG"," Single-player, Partial Controller Support, Family Sharing",2021-07-20,39.99,"20,000 - 50,000","15,975",SYCK,Maximum Entertainment
147,151,Lamentum,"Adventure, Indie"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",2021-08-27,15.99,"0 - 20,000","6,783",Obscure Tales,Neon Doctrine
148,152,Insurmountable,"Simulation, Strategy"," Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing",2021-04-29,4.99,"50,000 - 100,000","9,721","""ByteRockers Games""",Daedalic Entertainment
149,153,Hundred days - winemaking simulator,"Simulation, Strategy"," Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Remote Play on Tablet, Family Sharing",2021-05-13,8.49,"100,000 - 200,000","12,633",Broken Arms Games,Broken Arms Games
150,154,Narita boy,"Adventure, Indie"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Family Sharing",2021-03-30,4.99,"50,000 - 100,000","9,091",Studio Koba,Team17
151,155,A juggler's tale,"Adventure, Indie"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",2021-09-29,17.99,"100,000 - 200,000","4,383",kaleidoscube,Assemble Entertainment
152,156,A rogue escape,"Fr, Simulation"," Single-player, Steam Achievements, Tracked Controller Support, VR Only, Steam Cloud, Family Sharing",2021-06-10,19.99,"0 - 20,000",578,Spare Parts Oasis,Armor Games Studios
153,157,Smelter,"Simulation, Strategy"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",2021-04-22,19.99,"50,000 - 100,000","3,462",Gamera Games,Intragames
154,158,Tandem: a tale of shadows,"Adventure, Indie"," Single-player, Steam Achievements, Full controller support, Family Sharing",2021-10-20,9.99,"0 - 20,000","2,271",Monochrome Paris,Hatinh Interactive
155,159,No longer home,"Casual, Indie"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",2021-07-30,14.99,"0 - 20,000","7,026",Eli Rainsberry,Fellow Traveller
156,160,Minute of islands,"Adventure, Indie"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",2021-06-13,19.99,"50,000 - 100,000","7,065",Studio Fizbin,Assemble Entertainment
157,161,They always run,"Action, Adventure"," Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",2021-10-20,9.99,"0 - 20,000","5,906",Alawar,Alawar
158,162,Keywe,"Casual, Indie"," Single-player, Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Remote Play Together, Family Sharing",2021-08-31,24.99,"20,000 - 50,000","10,664",Stonewheat & Sons,Fireshine Games
159,163,Nebuchadnezzar,"Simulation, Strategy"," Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Family Sharing",2021-02-17,19.99,"100,000 - 200,000","20,252",Nepos Games,Nepos Games
160,164,Spellcaster university,"Simulation, Strategy"," Single-player, Steam Achievements, Steam Cloud, Family Sharing",2021-06-15,24.99,"200,000 - 500,000","36,991",Sneaky Yak Studio,WhisperGames
161,165,Idol manager,"Simulation, Strategy"," Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Family Sharing",2021-07-26,19.99,"200,000 - 500,000","23,365",Glitch Pitch,PLAYISM
162,166,Sludge life,"Adventure, Indie"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",2021-06-02,14.99,"200,000 - 500,000","4,525",Doseone,Devolver Digital
163,167,Mechwarrior 5: mercenaries,"Action, Simulation"," Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Workshop, Partial Controller Support, Family Sharing",2021-05-26,29.99,"200,000 - 500,000","44,777",Piranha Games Inc.,Piranha Games Inc.
164,168,Medieval dynasty,"Simulation, in Early Access"," Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",,26.24,"1,000,000 - 2,000,000","256,858",Render Cube,Toplitz Productions
165,169,Endzone - a world apart,"Strategy, in Early Access"," Single-player, Steam Achievements, Steam Trading Cards, Captions available, Steam Cloud, Family Sharing",,29.99,"500,000 - 1,000,000","99,760",Assemble Entertainment,WhisperGames
166,170,Turnip boy commits tax evasion,"Casual, Indie"," Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",2021-04-22,5.09,"200,000 - 500,000","15,367",Snoozy Kazoo,Graffiti Games
167,171,Gas station simulator,"Indie, Simulation"," Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",2021-09-15,13.99,"500,000 - 1,000,000","48,531",Movie Games S.A.,HeartBeat Games
168,172,The alien cube,"Adventure, Indie"," Single-player, Full controller support, Steam Cloud, Family Sharing",2021-10-14,19.99,"20,000 - 50,000","3,035",Alessandro Guzzo,Alessandro Guzzo
169,173,Tohu,"Adventure, Indie"," Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",2021-01-28,14.99,"20,000 - 50,000","2,930",Fireart Games,The Irregular Corporation
170,174,Mundaun,"Adventure, Indie"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",2021-03-16,19.99,"20,000 - 50,000","5,894",Hidden Fields,Annapurna Interactive
171,175,Gamedec - definitive edition,"Indie, RPG"," Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing",2021-09-16,11.99,"100,000 - 200,000","23,781",Anshar Studios,Anshar Publishing
172,176,Before we leave,"Simulation, Strategy"," Single-player, Steam Achievements, Family Sharing",2021-05-13,4.99,"50,000 - 100,000","27,465",Balancing Monkey Games,Team17
173,177,Embr,"Strategy, in Early Access"," Single-player, Multi-player, Co-op, Online Co-op, LAN Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",,4.99,"50,000 - 100,000","13,030",Muse Games,Curve Games
174,178,Viola: the heroine's melody,"RPG, in Early Access"," Single-player, Full controller support, Family Sharing",,14.99,"0 - 20,000",799,Jelle van Doorne,Jelle van Doorne
175,179,Mutropolis,"Casual, Indie"," Single-player, Steam Achievements, Full controller support, Family Sharing",2021-02-18,19.99,"0 - 20,000","1,688",Pirita Studio,Application Systems Heidelberg
176,180,Foregone,"Adventure, Indie"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",2021-03-01,19.99,"50,000 - 100,000","9,769",Big Blue Bubble,Big Blue Bubble
177,181,Banners of ruin,"Strategy, in Early Access"," Single-player, Steam Achievements, Steam Cloud, Family Sharing",,19.99,"100,000 - 200,000","17,619",Goblinz Publishing,Maple Whispering Limited
178,182,The sinking city,"Action, Adventure"," Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",2021-02-26,39.99,"200,000 - 500,000","41,207",Frogwares,Frogwares
179,183,Breathedge,"Simulation, in Early Access"," Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Tablet, Family Sharing",,7.49,"500,000 - 1,000,000","103,634",HypeTrain Digital,RedRuins Softworks
180,185,Boyfriend dungeon,"RPG, Simulation"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",2021-08-11,9.99,"20,000 - 50,000","12,637",Kitfox Games,Kitfox Games
181,186,Lake,"Adventure, Indie"," Single-player, Steam Achievements, Full controller support, Captions available, Steam Cloud, Family Sharing",2021-09-01,19.99,"200,000 - 500,000","19,885",Whitethorn Games,Gamious
182,187,Maneater,"RPG, in Early Access"," Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",,39.99,"500,000 - 1,000,000","60,670",Tripwire Interactive,Tripwire Interactive
183,188,New world,"Massively Multiplayer, RPG"," Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, In-App Purchases",2021-09-28,39.99,"50,000,000 - 100,000,000","415,684",Amazon Games,Amazon Games
184,189,Fire tonight,"Fr, Indie"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV, Family Sharing",2021-08-12,5.99,"0 - 20,000","1,115",Reptoid Games,Way Down Deep
185,190,Dice legacy,"Strategy, in Early Access"," Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,3.74,"100,000 - 200,000","14,572",Ravenscourt,Maple Whispering Limited
186,191,Garden story,"Indie, RPG"," Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",2021-08-11,19.99,"100,000 - 200,000","17,288",Picogram,Rose City Games
187,192,Sword of the necromancer,"Indie, RPG"," Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Remote Play Together, Family Sharing",2021-01-28,14.99,"0 - 20,000","5,390",Grimorio of Games,JanduSoft
188,193,Spacebase startopia,"Simulation, Strategy"," Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",2021-03-26,39.99,"50,000 - 100,000","13,860",Realmforge Studios,Kalypso Media
189,194,The invisible hand,"Simulation, Strategy"," Single-player, Steam Achievements, Steam Cloud, Family Sharing",2021-05-07,3.89,"100,000 - 200,000","5,656",Power Struggle Games,Fellow Traveller
190,195,Ink.,"Indie, Massively Multiplayer"," Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Partial Controller Support, Remote Play Together, Family Sharing",2021-02-03,10.99,"0 - 20,000",50,cpsoft,cpsoft
191,196,Pecaminosa - a deadly hand,"Indie, RPG"," Single-player, Steam Achievements, Partial Controller Support, Family Sharing",2021-05-27,7.99,"0 - 20,000",831,Cereal Games,2Awesome Studio
192,197,The plane effect,"Casual, Indie"," Single-player, Steam Achievements, Full controller support, Family Sharing",2021-09-23,14.99,"0 - 20,000","1,025",Innovina/StudioKiku,PQube
193,198,Chronicle of innsmouth: mountains of madness,"Fr, Adventure"," Single-player, Steam Achievements, Steam Cloud, Family Sharing",2021-03-23,11.99,"0 - 20,000","1,153",PsychoDev,AtomicHorde
