Name,Genre,Category,Release_Date,Price (in $),Followers,Developers,Publishers,Ownership_Midpoint
Story of seasons: pioneers of olive town,"RPG, Simulation"," Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",2021-09-15,39.99,"12,202",Marvelous USA,Inc.,75000.0
Vesper: zero light edition,"Casual, Indie"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",2021-07-30,9.99,"1,136",Cordens Interactive,Cordens Interactive,10000.0
Not another weekend,"Adventure, Indie"," Single-player, Steam Achievements, Steam Cloud, Family Sharing",2021-05-20,9.99,358,Dead Blue Friends,Dionous Games,35000.0
Grotto,"Adventure, Indie"," Single-player, Steam Achievements, Full controller support, Family Sharing",2021-10-26,12.99,"1,461",Brainwash Gang,Digerati,10000.0
Ambition: a minuet in power,"RPG, Simulation"," Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",2021-08-18,20.99,"2,862",Joy Manufacturing Co.,Iceberg Interactive,10000.0
Field of glory ii: medieval,"Simulation, Strategy"," Single-player, Multi-player, PvP, Online PvP, Steam Cloud, Remote Play Together, Family Sharing",2021-02-04,29.99,"6,052",Byzantine Games,Slitherine Ltd.,35000.0
Arboria,"RPG, in Early Access"," Single-player, Steam Achievements, Full controller support, Family Sharing",,19.99,"8,339",Dreamplant,All in! Games,10000.0
Blade of darkness,"Action, RPG"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",2021-10-07,14.99,"6,987",General Arcade,SNEG,75000.0
In sound mind,"Action, Indie"," Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",2021-09-28,34.99,"11,843",We Create Stuff,Maximum Entertainment,350000.0
Tormented souls,"Action, Adventure"," Single-player, Steam Achievements, Full controller support, Family Sharing",2021-08-26,19.99,"19,697",Abstract Digital,PQube,350000.0
Black book,"RPG, Strategy"," Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",2021-08-10,9.99,"35,907",Morteshka,HypeTrain Digital,350000.0
Chernobylite enhanced edition,"Simulation, in Early Access"," Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",,11.99,"98,803",The Farm 51,The Farm 51,750000.0
Zombie army 4: dead war,"Fr, Action"," Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, In-App Purchases, Partial Controller Support, Steam Cloud, Steam Leaderboards, Family Sharing",2021-02-18,49.99,"41,861",Rebellion,Rebellion,750000.0
Cris tales,"Adventure, RPG"," Single-player, Partial Controller Support, Family Sharing",2021-07-20,39.99,"15,975",SYCK,Maximum Entertainment,35000.0
Lamentum,"Adventure, Indie"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",2021-08-27,15.99,"6,783",Obscure Tales,Neon Doctrine,10000.0
Insurmountable,"Simulation, Strategy"," Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing",2021-04-29,4.99,"9,721","""ByteRockers Games""",Daedalic Entertainment,75000.0
Hundred days - winemaking simulator,"Simulation, Strategy"," Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Remote Play on Tablet, Family Sharing",2021-05-13,8.49,"12,633",Broken Arms Games,Broken Arms Games,150000.0
Narita boy,"Adventure, Indie"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Family Sharing",2021-03-30,4.99,"9,091",Studio Koba,Team17,75000.0
A juggler's tale,"Adventure, Indie"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",2021-09-29,17.99,"4,383",kaleidoscube,Assemble Entertainment,150000.0
A rogue escape,"Fr, Simulation"," Single-player, Steam Achievements, Tracked Controller Support, VR Only, Steam Cloud, Family Sharing",2021-06-10,19.99,578,Spare Parts Oasis,Armor Games Studios,10000.0
Smelter,"Simulation, Strategy"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",2021-04-22,19.99,"3,462",Gamera Games,Intragames,75000.0
Tandem: a tale of shadows,"Adventure, Indie"," Single-player, Steam Achievements, Full controller support, Family Sharing",2021-10-20,9.99,"2,271",Monochrome Paris,Hatinh Interactive,10000.0
No longer home,"Casual, Indie"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",2021-07-30,14.99,"7,026",Eli Rainsberry,Fellow Traveller,10000.0
Minute of islands,"Adventure, Indie"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",2021-06-13,19.99,"7,065",Studio Fizbin,Assemble Entertainment,75000.0
They always run,"Action, Adventure"," Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",2021-10-20,9.99,"5,906",Alawar,Alawar,10000.0
Keywe,"Casual, Indie"," Single-player, Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Remote Play Together, Family Sharing",2021-08-31,24.99,"10,664",Stonewheat & Sons,Fireshine Games,35000.0
Nebuchadnezzar,"Simulation, Strategy"," Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Family Sharing",2021-02-17,19.99,"20,252",Nepos Games,Nepos Games,150000.0
Spellcaster university,"Simulation, Strategy"," Single-player, Steam Achievements, Steam Cloud, Family Sharing",2021-06-15,24.99,"36,991",Sneaky Yak Studio,WhisperGames,350000.0
Idol manager,"Simulation, Strategy"," Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Family Sharing",2021-07-26,19.99,"23,365",Glitch Pitch,PLAYISM,350000.0
Sludge life,"Adventure, Indie"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",2021-06-02,14.99,"4,525",Doseone,Devolver Digital,350000.0
Mechwarrior 5: mercenaries,"Action, Simulation"," Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Workshop, Partial Controller Support, Family Sharing",2021-05-26,29.99,"44,777",Piranha Games Inc.,Piranha Games Inc.,350000.0
Medieval dynasty,"Simulation, in Early Access"," Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",,26.24,"256,858",Render Cube,Toplitz Productions,1500000.0
Endzone - a world apart,"Strategy, in Early Access"," Single-player, Steam Achievements, Steam Trading Cards, Captions available, Steam Cloud, Family Sharing",,29.99,"99,760",Assemble Entertainment,WhisperGames,750000.0
Turnip boy commits tax evasion,"Casual, Indie"," Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",2021-04-22,5.09,"15,367",Snoozy Kazoo,Graffiti Games,350000.0
Gas station simulator,"Indie, Simulation"," Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",2021-09-15,13.99,"48,531",Movie Games S.A.,HeartBeat Games,750000.0
The alien cube,"Adventure, Indie"," Single-player, Full controller support, Steam Cloud, Family Sharing",2021-10-14,19.99,"3,035",Alessandro Guzzo,Alessandro Guzzo,35000.0
Tohu,"Adventure, Indie"," Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",2021-01-28,14.99,"2,930",Fireart Games,The Irregular Corporation,35000.0
Mundaun,"Adventure, Indie"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",2021-03-16,19.99,"5,894",Hidden Fields,Annapurna Interactive,35000.0
Gamedec - definitive edition,"Indie, RPG"," Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing",2021-09-16,11.99,"23,781",Anshar Studios,Anshar Publishing,150000.0
Before we leave,"Simulation, Strategy"," Single-player, Steam Achievements, Family Sharing",2021-05-13,4.99,"27,465",Balancing Monkey Games,Team17,75000.0
Embr,"Strategy, in Early Access"," Single-player, Multi-player, Co-op, Online Co-op, LAN Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",,4.99,"13,030",Muse Games,Curve Games,75000.0
Viola: the heroine's melody,"RPG, in Early Access"," Single-player, Full controller support, Family Sharing",,14.99,799,Jelle van Doorne,Jelle van Doorne,10000.0
Mutropolis,"Casual, Indie"," Single-player, Steam Achievements, Full controller support, Family Sharing",2021-02-18,19.99,"1,688",Pirita Studio,Application Systems Heidelberg,10000.0
Foregone,"Adventure, Indie"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",2021-03-01,19.99,"9,769",Big Blue Bubble,Big Blue Bubble,75000.0
Banners of ruin,"Strategy, in Early Access"," Single-player, Steam Achievements, Steam Cloud, Family Sharing",,19.99,"17,619",Goblinz Publishing,Maple Whispering Limited,150000.0
The sinking city,"Action, Adventure"," Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",2021-02-26,39.99,"41,207",Frogwares,Frogwares,350000.0
Breathedge,"Simulation, in Early Access"," Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Tablet, Family Sharing",,7.49,"103,634",HypeTrain Digital,RedRuins Softworks,750000.0
Boyfriend dungeon,"RPG, Simulation"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",2021-08-11,9.99,"12,637",Kitfox Games,Kitfox Games,35000.0
Lake,"Adventure, Indie"," Single-player, Steam Achievements, Full controller support, Captions available, Steam Cloud, Family Sharing",2021-09-01,19.99,"19,885",Whitethorn Games,Gamious,350000.0
Maneater,"RPG, in Early Access"," Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",,39.99,"60,670",Tripwire Interactive,Tripwire Interactive,750000.0
New world,"Massively Multiplayer, RPG"," Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, In-App Purchases",2021-09-28,39.99,"415,684",Amazon Games,Amazon Games,75000000.0
Fire tonight,"Fr, Indie"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV, Family Sharing",2021-08-12,5.99,"1,115",Reptoid Games,Way Down Deep,10000.0
Dice legacy,"Strategy, in Early Access"," Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,3.74,"14,572",Ravenscourt,Maple Whispering Limited,150000.0
Garden story,"Indie, RPG"," Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",2021-08-11,19.99,"17,288",Picogram,Rose City Games,150000.0
Sword of the necromancer,"Indie, RPG"," Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Remote Play Together, Family Sharing",2021-01-28,14.99,"5,390",Grimorio of Games,JanduSoft,10000.0
Spacebase startopia,"Simulation, Strategy"," Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",2021-03-26,39.99,"13,860",Realmforge Studios,Kalypso Media,75000.0
The invisible hand,"Simulation, Strategy"," Single-player, Steam Achievements, Steam Cloud, Family Sharing",2021-05-07,3.89,"5,656",Power Struggle Games,Fellow Traveller,150000.0
Ink.,"Indie, Massively Multiplayer"," Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Partial Controller Support, Remote Play Together, Family Sharing",2021-02-03,10.99,50,cpsoft,cpsoft,10000.0
Pecaminosa - a deadly hand,"Indie, RPG"," Single-player, Steam Achievements, Partial Controller Support, Family Sharing",2021-05-27,7.99,831,Cereal Games,2Awesome Studio,10000.0
The plane effect,"Casual, Indie"," Single-player, Steam Achievements, Full controller support, Family Sharing",2021-09-23,14.99,"1,025",Innovina/StudioKiku,PQube,10000.0
Chronicle of innsmouth: mountains of madness,"Fr, Adventure"," Single-player, Steam Achievements, Steam Cloud, Family Sharing",2021-03-23,11.99,"1,153",PsychoDev,AtomicHorde,10000.0
Recompile,"Adventure, Indie"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",2021-08-19,19.99,"4,803",Phigames,Dear Villagers,10000.0
Clash of chefs vr,"Indie, Simulation"," Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Tracked Controller Support, VR Only, Family Sharing",2021-09-16,19.99,"1,072",Flat Hill Games,Flat Hill Games,10000.0
Shattered - tale of the forgotten king,"RPG, in Early Access"," Single-player, Full controller support, Family Sharing",,29.99,"15,614",Redlock Studio,Redlock Studio,35000.0
Nanotale - typing chronicles,"Adventure, RPG"," Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",2021-03-31,19.99,"8,440",PID Games,2PGames,75000.0
Nerve,"Indie, Racing"," Single-player, Steam Achievements, Full controller support, Steam Leaderboards, Family Sharing",2021-02-16,11.99,368,Gunfish Games,Gunfish Games,10000.0
Disjunction,"Indie, RPG"," Single-player, Steam Achievements, Full controller support, Family Sharing",2021-01-28,15.99,"3,960",Ape Tribe Games,Fireshine Games,75000.0
Say no! more,"Casual, Indie"," Single-player, Steam Achievements, Steam Cloud, Family Sharing",2021-04-09,2.99,"3,072",Studio Fizbin,Thunderful Publishing,150000.0
Industria,"Adventure, Indie"," Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",2021-09-30,19.99,"13,540",Bleakmill,Headup Publishing,350000.0
Biomutant,"Action, RPG"," Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Tablet, Family Sharing",2021-05-25,39.99,"200,007",Experiment 101,THQ Nordic,750000.0
Warp frontier,"Adventure, Indie"," Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Commentary available, Family Sharing",2021-09-28,14.99,"1,150",Brawsome,Brawsome,10000.0
Retromania wrestling,"Action, Sports"," Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play Together, Family Sharing",2021-02-25,29.99,"2,303",Retrosoft Studios,Retrosoft Studios,10000.0
Undungeon,"Indie, RPG"," Single-player, Steam Achievements, Full controller support, Family Sharing",2021-11-18,19.99,"8,659",Laughing Machines,tinyBuild,10000.0
Redout: space assault,"Indie, Simulation"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",2021-01-22,2.99,"7,052",34BigThings srl,34BigThings srl,35000.0
Rustler (grand theft horse),"RPG, in Early Access"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",,5.74,"28,056",Games Operators,Modus Games,75000.0
Thunder tier one,"Simulation, in Early Access"," Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Workshop, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",,19.99,"49,424",KRAFTON,Inc.,1500000.0
Stronghold: warlords,"Simulation, Strategy"," Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Family Sharing",2021-03-09,39.99,"47,736",FireFly Studios,FireFly Studios,350000.0
Retro machina,"Adventure, Indie"," Single-player, Steam Achievements, Full controller support, Family Sharing",2021-05-12,16.99,"3,531",Orbit Studio,SuperGG.com,75000.0
